Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,115584282,20,19,1268,3889,581,0,63.4,148.3748454,1460,0,204.6842105,462.811583,44.61679314,0.33741612,3041691.632,4535797.811,9997504,1,116000000,6083383.263,4882566.33,10100000,1,111000000,6182095.167,5037307.276,10100000,2,0,0,0,0,412,392,0.173033908,0.164382212,0,1460,128.925,339.1290041,115008.4814,0,0,0,1,0,0,0,0,0,132.2307692,63.4,204.6842105,412,0,0,0,0,0,0,20,1268,19,3889,8192,5120,19,20,139657.9091,153894.8516,603668,93071,9976502.545,58575.98085,9997504,9800596,BENIGN
41539,49,2,1,31,6,31,0,15.5,21.92031022,6,6,6.0,0.0,755102.0408,61224.4898,24.5,30.40559159,46,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,20,40816.32653,20408.16327,0,31,17.0,16.35033129,267.3333333,0,1,0,0,1,0,0,0,0,22.66666667,15.5,6.0,64,0,0,0,0,0,0,2,31,1,6,972,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,301,2,2,88,344,44,44,44.0,0.0,172,172,172.0,0.0,1435215.94684385,13289.0365448505,100.3333333333,130.7873592261,249,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,40,6644.5182724253,6644.5182724253,44,172,95.2,70.1084873607,4915.2,0,0,0,0,0,0,0,0,1,119.0,44.0,172.0,40,0,0,0,0,0,0,2,88,2,344,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
6059,48,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,125000.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,20833.33333,20833.33333,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,5707499,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.256242708,0.876040451,1426874.75,2853745.5,5707493,1,5707499,1426874.75,2853745.5,5707493,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.876040451,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,6.0,0.0,6,6,5707493.0,0.0,5707493,5707493,DDoS
80,85682637,4,5,375,11595,369,0,93.75,183.5217971,5792,0,2319.0,3170.403917,139.7015827,0.105038784,10700000.0,30200000.0,85500000,4,85500000,28500000.0,49400000.0,85500000,4,169409,42352.25,67211.23313,141224,53,0,0,0,0,124,168,0.046683904,0.05835488,0,5792,1197.6,2424.147603,5876491.6,1,0,0,0,0,0,0,0,1,1330.666667,93.75,2319.0,124,0,0,0,0,0,0,4,375,5,11595,0,235,1,20,0.0,0.0,0,0,85500000.0,0.0,85500000,85500000,DoS Hulk
53,527,1,1,58,143,58,58,58.0,0.0,143,143,143.0,0.0,381404.1746,3795.066414,527.0,0.0,527,527,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1897.533207,1897.533207,58,143,86.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,129.5,58.0,143.0,32,0,0,0,0,0,0,1,58,1,143,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
541,44,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,86904307,10,6,340,11595,334,0,34.0,105.4261195,5792,0,1932.5,2534.051598,137.3349655,0.184110553,5793620.467,22200000.0,85900000,3,86900000,9655971.222,28600000.0,85900000,3,4523,904.6,1760.343802,4051,46,0,0,0,0,324,200,0.115069095,0.069041457,0,5792,702.0588235,1700.12766,2890434.059,0,0,0,0,1,0,0,0,0,745.9375,34.0,1932.5,324,0,0,0,0,0,0,10,340,6,11595,251,235,2,20,1992.0,0.0,1992,1992,85900000.0,0.0,85900000,85900000,DoS Hulk
80,10993,2,1,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1091.603748,272.900937,5496.5,7696.857313,10939,54,10993,10993.0,0.0,10993,10993,0,0.0,0.0,0,0,0,0,0,0,40,32,181.933958,90.96697899,0,6,4.5,3.0,9.0,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,40,0,0,0,0,0,0,2,12,1,0,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,84982148,7,6,349,11595,349,0,49.85714286,131.9096011,4344,0,1932.5,1754.831473,140.5471653,0.152973304,7081845.667,24500000.0,84800000,1,84900000,14100000.0,34600000.0,84800000,1,134330,26866.0,56073.84015,127030,33,0,0,0,0,232,200,0.082370241,0.070603064,0,4344,853.1428571,1460.673388,2133566.747,0,0,0,0,1,0,0,0,0,918.7692308,49.85714286,1932.5,232,0,0,0,0,0,0,7,349,6,11595,251,235,1,32,5.0,0.0,5,5,84800000.0,0.0,84800000,84800000,DoS Hulk
2811,48,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,166666.6667,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20833.33333,20833.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
3784,58,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,275862.069,68965.51724,19.33333333,29.19474839,53,1,4,4.0,0.0,4,4,1,1.0,0.0,1,1,0,0,0,0,48,40,34482.75862,34482.75862,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,592914,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,19620.04608,13.49268191,84702.0,223463.8549,591470,4,1010,505.0,646.295598,962,48,592786,148196.5,295516.0662,591470,4,0,0,0,0,72,112,5.059755715,8.432926192,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
700,49,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,326530.6122,81632.65306,16.33333333,24.84619354,45,1,45,45.0,0.0,45,45,1,1.0,0.0,1,1,0,0,0,0,48,40,40816.32653,40816.32653,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60863,2,2,86,194,43,43,43.0,0.0,97,97,97.0,0.0,4600.496196,65.72137423,20287.66667,35095.97506,60813,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,40,40,32.86068712,32.86068712,43,97,64.6,29.57701811,874.8,0,0,0,0,0,0,0,0,1,80.75,43.0,97.0,40,0,0,0,0,0,0,2,86,2,194,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6027897,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.976860089,0.829476682,1506974.25,3009278.977,6020891,1,6027897,1506974.25,3009278.977,6020891,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.829476682,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,7006.0,0.0,7006,7006,6020891.0,0.0,6020891,6020891,DDoS
53,151012,2,2,86,118,43,43,43.0,0.0,59,59,59.0,0.0,1350.886022,26.48796122,50337.33333,87141.78857,150960,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,80,13.24398061,13.24398061,43,59,49.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,61.75,43.0,59.0,40,0,0,0,0,0,0,2,86,2,118,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,377992,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,30775.78361,23.81002773,47249.0,133194.3913,376888,14,769,384.5,381.1305551,654,115,377914,75582.8,168434.9938,376888,14,0,0,0,0,72,132,7.936675908,15.87335182,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,30054,1,1,69,135,69,69,69.0,0.0,135,135,135.0,0.0,6787.7819924137,66.5468822786,30054.0,0.0,30054,30054,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,33.2734411393,33.2734411393,69,135,91.0,38.1051177665,1452.0,0,0,0,0,0,0,0,0,1,136.5,69.0,135.0,32,0,0,0,0,0,0,1,69,1,135,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,49509,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,234967.3797,161.5867822,7072.714286,18361.73142,48711,1,600,300.0,422.8498551,599,1,49450,12362.5,24233.55241,48711,5,0,0,0,0,72,112,60.59504333,100.9917389,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,4917818,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,6.100266419,1.01671107,1229454.5,2457685.699,4915983,320,4917818,1229454.5,2457685.699,4915983,320,0,0.0,0.0,0,0,0,0,0,0,100,0,1.01671107,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
2005,50,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,120000.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,20000.0,20000.0,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,52553,5,3,477,352,477,0,95.4,213.3208850535,352,0,117.3333333333,203.2272947547,15774.551405248,152.2272753221,7507.5714285714,10981.6321473198,23593,31,52553,13138.25,13170.6655456992,25374,637,26798,13399.0,18390.4331650997,26403,395,0,0,0,0,172,104,95.1420470763,57.0852282458,0,477,92.1111111111,185.4295313889,34384.1111111111,0,0,0,1,0,0,0,0,0,103.625,95.4,117.3333333333,172,0,0,0,0,0,0,5,477,3,352,65535,59,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,153426,3,5,313,11595,313,0,104.3333333,180.7106343,10136,0,2319.0,4414.366206,77613.96373,52.1424009,21918.0,52330.98895,140173,4,13012,6506.0,7806.458864,12026,986,153421,38355.25,68150.06512,140173,45,0,0,0,0,104,168,19.55340034,32.58900056,0,10136,1323.111111,3338.74383,11100000.0,0,0,0,1,0,0,0,0,1,1488.5,104.3333333,2319.0,104,0,0,0,0,0,0,3,313,5,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
59317,84,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23809.52381,84.0,0.0,84,84,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11904.7619,11904.7619,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,248,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57331,47,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,255319.1489,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21276.59574,21276.59574,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,8190,63625,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,69580,2,2,74,204,37,37,37.0,0.0,102,102,102.0,0.0,3995.400977,57.48778385,23193.33333,40165.96956,69573,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,64,28.74389192,28.74389192,37,102,63.0,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,78.75,37.0,102.0,40,0,0,0,0,0,0,2,74,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2002,46,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,130434.7826,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,21739.13043,21739.13043,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,172,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,534883.7209,23255.81395,57.33333333,97.57219549,170,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,11627.90698,11627.90698,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,8875528,8,6,521,11632,521,0,65.125,184.2013165,5792,0,1938.666667,2544.918912,1369.270651,1.577370946,682732.9231,1681676.276,4999699,14,3875829,553689.8571,1463932.224,3873576,45,8875418,1775083.6,2462654.504,5001423,14,0,0,0,0,264,200,0.901354826,0.67601612,0,5792,810.2,1799.974452,3239908.029,0,0,0,1,0,0,0,0,0,868.0714286,65.125,1938.666667,264,0,0,0,0,0,0,8,521,6,11632,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
3493,79,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,202531.6456,50632.91139,26.33333333,8.082903769,31,17,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,48,40,25316.4557,25316.4557,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31174,4,4,140,384,35,35,35.0,0.0,96,96,96.0,0.0,16808.87919,256.6241098,4453.428571,11525.60944,30589,3,31050,10350.0,17882.57149,30999,4,581,193.6666667,329.3787081,574,3,0,0,0,0,104,80,128.3120549,128.3120549,35,96,62.11111111,32.14982288,1033.611111,0,0,0,0,0,0,0,0,1,69.875,35.0,96.0,104,0,0,0,0,0,0,4,140,4,384,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22540,3,2,0,2071,0,2065,6,1035.5,1455.9328624631,0,0,0.0,0.0,690333333.333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.666666667,0.0,6,2065,1378.6666666667,1188.7642042614,1413160.33333333,0,1,0,0,1,0,0,0,0,2068.0,1035.5,0.0,40,0,0,0,0,0,0,2,2071,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
5910,13,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,461538.4615,153846.1538,13.0,0.0,13,13,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,76923.07692,76923.07692,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
61769,74,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27027.02703,74.0,0.0,74,74,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13513.51351,13513.51351,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,62267,2,2,60,344,30,30,30.0,0.0,172,172,172.0,0.0,6488.187965,64.2394848,20755.66667,35945.53912,62262,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,40,32.1197424,32.1197424,30,172,86.8,77.77660317,6049.2,0,0,0,0,0,0,0,0,1,108.5,30.0,172.0,64,0,0,0,0,0,0,2,60,2,344,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,99147724,7,6,350,11595,350,0,50.0,132.2875656,4344,0,1932.5,1754.831473,120.4767948,0.131117483,8262310.333,28600000.0,99000000,1,99000000,16500000.0,40400000.0,99000000,1,145501,29100.2,58430.17209,133216,48,0,0,0,0,232,200,0.070601722,0.060515761,0,4344,853.2142857,1460.646863,2133489.258,0,0,0,0,1,0,0,0,0,918.8461538,50.0,1932.5,232,0,0,0,0,0,0,7,350,6,11595,274,235,1,32,997.0,0.0,997,997,99000000.0,0.0,99000000,99000000,DoS Hulk
443,115684017,24,22,2439,4710,1029,0,101.625,287.4242149643,1448,0,214.0909090909,447.2678870326,61.7976466014,0.3976348781,2570755.93333333,4328710.67887258,10031458,4,115684017,5029739.86956522,5013445.65607613,10111985,4,111341751,5301988.14285714,5136079.52037433,10100449,49,0,0,0,0,776,712,0.2074616755,0.1901732026,0,1448,152.1063829787,369.1922577997,136302.923219241,0,0,0,1,0,0,0,0,0,155.4130434783,101.625,214.0909090909,776,0,0,0,0,0,0,24,2439,22,4710,29200,6766,5,32,106417.727272727,147188.130278288,549819,59759,10015553.6363636,18761.4779549624,10031458,9959950,BENIGN
80,98362116,8,6,347,11595,341,0,43.375,120.2769869,7240,0,1932.5,2695.639126,121.4085309,0.14233122,7566316.615,27300000.0,98300000,1,98300000,14000000.0,37200000.0,98300000,1,52820,10564.0,18314.87537,42445,87,0,0,0,0,252,200,0.081332126,0.060999094,0,7240,796.1333333,1877.471357,3524898.695,0,0,0,0,1,0,0,0,0,853.0,43.375,1932.5,252,0,0,0,0,0,0,8,347,6,11595,251,235,2,20,6.0,0.0,6,6,98300000.0,0.0,98300000,98300000,DoS Hulk
